review_text,sentiment,star_rating,category
"Superb electronics, high quality and long-lasting.",positive,4,electronics
"Superb travel, high quality and long-lasting.",positive,4,travel
"Amazing experience with this food, will buy again!",positive,4,food
"Superb electronics, high quality and long-lasting.",positive,5,electronics
"The travel is decent, not great but not bad either.",neutral,3,travel
"An average electronics, nothing to complain about.",neutral,3,electronics
Absolutely love this software! Exceeded my expectations.,positive,5,software
"The travel is decent, not great but not bad either.",neutral,3,travel
"Terrible customer_service, completely unreliable and frustrating.",negative,1,customer_service
"Mediocre performance, but does the job for a movies.",neutral,3,movies
"Not worth the hype, bad movies, regret my purchase.",negative,1,movies
The best healthcare I have ever used. Totally worth it!,positive,5,healthcare
"Not worth the hype, bad movies, regret my purchase.",negative,2,movies
Absolutely love this software! Exceeded my expectations.,positive,5,software
"Great value for money, perfect for my needs in clothing.",positive,4,clothing
"The worst electronics I have ever bought, do not recommend.",negative,2,electronics
"Neither great nor terrible, just another software.",neutral,3,software
The clothing meets expectations but isn't impressive.,neutral,3,clothing
Absolutely love this clothing! Exceeded my expectations.,positive,4,clothing
"Horrible experience with this travel, waste of money.",negative,1,travel
"Amazing experience with this food, will buy again!",positive,4,food
"Very disappointed with this healthcare, expected better.",negative,1,healthcare
"The worst clothing I have ever bought, do not recommend.",negative,2,clothing
"The worst software I have ever bought, do not recommend.",negative,1,software
The clothing meets expectations but isn't impressive.,neutral,3,clothing
"Mediocre performance, but does the job for a food.",neutral,3,food
"Horrible experience with this customer_service, waste of money.",negative,1,customer_service
"The worst software I have ever bought, do not recommend.",negative,2,software
"Mediocre performance, but does the job for a electronics.",neutral,3,electronics
Absolutely love this food! Exceeded my expectations.,positive,4,food
"Not worth the hype, bad movies, regret my purchase.",negative,2,movies
The best software I have ever used. Totally worth it!,positive,4,software
"An average clothing, nothing to complain about.",neutral,3,clothing
"Terrible software, completely unreliable and frustrating.",negative,2,software
"Amazing experience with this clothing, will buy again!",positive,5,clothing
"The worst food I have ever bought, do not recommend.",negative,1,food
"Mediocre performance, but does the job for a software.",neutral,3,software
"Terrible software, completely unreliable and frustrating.",negative,2,software
"Great value for money, perfect for my needs in clothing.",positive,4,clothing
"Mediocre performance, but does the job for a clothing.",neutral,3,clothing
"Mediocre performance, but does the job for a travel.",neutral,3,travel
"Amazing experience with this customer_service, will buy again!",positive,5,customer_service
The best software I have ever used. Totally worth it!,positive,5,software
"Superb customer_service, high quality and long-lasting.",positive,5,customer_service
The best clothing I have ever used. Totally worth it!,positive,5,clothing
"Neither great nor terrible, just another software.",neutral,3,software
The best healthcare I have ever used. Totally worth it!,positive,4,healthcare
Absolutely love this software! Exceeded my expectations.,positive,5,software
"Superb electronics, high quality and long-lasting.",positive,5,electronics
"The customer_service is decent, not great but not bad either.",neutral,3,customer_service
"The software is decent, not great but not bad either.",neutral,3,software
"Not worth the hype, bad movies, regret my purchase.",negative,1,movies
"Very disappointed with this food, expected better.",negative,1,food
"Great value for money, perfect for my needs in food.",positive,4,food
"Neither great nor terrible, just another customer_service.",neutral,3,customer_service
"Amazing experience with this customer_service, will buy again!",positive,4,customer_service
"An average software, nothing to complain about.",neutral,3,software
The food meets expectations but isn't impressive.,neutral,3,food
Absolutely love this healthcare! Exceeded my expectations.,positive,4,healthcare
"An average clothing, nothing to complain about.",neutral,3,clothing
"The worst electronics I have ever bought, do not recommend.",negative,1,electronics
The best food I have ever used. Totally worth it!,positive,5,food
"Mediocre performance, but does the job for a travel.",neutral,3,travel
"Mediocre performance, but does the job for a travel.",neutral,3,travel
The clothing meets expectations but isn't impressive.,neutral,3,clothing
"Horrible experience with this travel, waste of money.",negative,2,travel
"Mediocre performance, but does the job for a clothing.",neutral,3,clothing
The customer_service meets expectations but isn't impressive.,neutral,3,customer_service
"The travel is decent, not great but not bad either.",neutral,3,travel
"Superb software, high quality and long-lasting.",positive,4,software
"Not worth the hype, bad movies, regret my purchase.",negative,2,movies
The best clothing I have ever used. Totally worth it!,positive,4,clothing
"Neither great nor terrible, just another travel.",neutral,3,travel
"Horrible experience with this travel, waste of money.",negative,1,travel
"Superb movies, high quality and long-lasting.",positive,5,movies
"Terrible movies, completely unreliable and frustrating.",negative,2,movies
"Very disappointed with this healthcare, expected better.",negative,2,healthcare
"Horrible experience with this electronics, waste of money.",negative,1,electronics
"Terrible travel, completely unreliable and frustrating.",negative,2,travel
"The worst software I have ever bought, do not recommend.",negative,2,software
"Neither great nor terrible, just another travel.",neutral,3,travel
"Terrible electronics, completely unreliable and frustrating.",negative,2,electronics
"Great value for money, perfect for my needs in healthcare.",positive,5,healthcare
"An average clothing, nothing to complain about.",neutral,3,clothing
"Terrible software, completely unreliable and frustrating.",negative,2,software
The best movies I have ever used. Totally worth it!,positive,5,movies
Absolutely love this customer_service! Exceeded my expectations.,positive,4,customer_service
